emp_no,first_name,last_name,title,hire_date,years
418339,Mamdouh,Wendorf,Senior Engineer,1986-03-28,36
418340,Shen,Gecseg,Staff,1999-07-24,23
418342,Lijia,Tasistro,Senior Engineer,1989-11-03,33
418346,Avishai,Laventhal,Senior Engineer,1996-11-18,26
418351,Ferdinand,Perri,Senior Staff,1985-03-23,37
418359,Fumino,Nastansky,Engineer,1996-02-29,26
418361,Oguz,Hagimont,Engineer,1986-07-02,36
418365,Nagui,Rettelbach,Senior Engineer,1989-01-25,33
418366,Aiichiro,Bage,Senior Staff,1992-07-22,30
418371,Maha,Mawatari,Staff,1993-03-14,29
418379,Reinhold,Ducloy,Senior Staff,1985-05-21,37
418385,Arto,Brandsma,Senior Engineer,1991-09-02,31
418386,Gianluca,Cannata,Senior Engineer,1987-10-06,35
418387,Bernt,Heuser,Senior Engineer,1989-07-14,33
418389,Yifei,Ohori,Engineer,1989-05-02,33
418403,Tonny,Guenter,Senior Staff,1989-03-14,33
418405,Izaskun,Moffat,Senior Staff,1991-10-02,31
418407,Jaber,Pappas,Senior Staff,1992-10-31,30
418411,Nalini,Griswold,Senior Staff,1985-11-21,37
418415,Shahab,Molberg,Senior Engineer,1988-12-01,34
418419,Huan,Matzat,Engineer,1993-09-23,29
418421,Youssef,Rouquie,Senior Staff,1991-11-12,31
418424,Fumino,Kinley,Senior Engineer,1993-04-14,29
418426,Kiyomitsu,Champarnaud,Senior Staff,1994-09-01,28
418429,Zissis,Litvinov,Senior Engineer,1988-07-22,34
418434,Toshimo,Vasanthakumar,Senior Engineer,1986-07-21,36
418440,Xiong,Genin,Staff,1990-10-25,32
418441,Xiaocheng,Marquardt,Senior Engineer,1987-03-06,35
418442,Dzung,Gniady,Engineer,1989-11-15,33
418443,Hilary,Baaleh,Senior Staff,1989-09-22,33
418445,Weiwu,Keustermans,Senior Staff,1998-10-09,24
418446,Chaitali,Emden,Engineer,1994-11-04,28
418450,Nidapan,Rodham,Senior Staff,1988-02-19,34
418455,Shaw,Sgarro,Staff,1987-11-16,35
418461,Mani,Waschkowski,Technique Leader,1989-08-08,33
418465,Munir,Masamoto,Engineer,1988-05-10,34
418468,Ranan,Birsak,Senior Engineer,1994-01-21,28
418471,Xiaoheng,Aloisi,Staff,1987-03-20,35
418475,Mokhtar,Weisert,Senior Staff,1985-09-29,37
418480,Ranan,Anguita,Senior Engineer,1986-11-10,36
418481,Karoline,Papastamatiou,Senior Engineer,1988-10-15,34
418491,Aram,Constantine,Senior Staff,1987-11-05,35
418500,Constantino,Koblick,Senior Engineer,1994-06-04,28
418502,Ibibia,Luce,Technique Leader,1994-06-11,28
418504,Candida,Alvarado,Senior Staff,1988-08-25,34
418507,Mrinalini,Ventosa,Senior Engineer,1989-03-29,33
418511,Heon,Valette,Staff,1990-04-25,32
418515,Naftali,Chachaty,Senior Staff,1987-07-01,35
418516,Szabolcs,Kemmerer,Senior Engineer,1990-06-08,32
418519,Aksel,Varley,Senior Engineer,1991-09-15,31
418525,Lakshmi,Ellozy,Senior Staff,1991-09-22,31
418526,Sajjad,Rubsam,Senior Staff,1988-05-03,34
418536,Mark,Weiland,Senior Engineer,1986-09-21,36
418538,Kshitij,Holburn,Senior Staff,1994-03-01,28
418542,Mong,Manderick,Senior Engineer,1988-05-04,34
418553,Abdelkader,Caine,Senior Engineer,1988-02-20,34
418554,Ingmar,Rahier,Assistant Engineer,1989-09-14,33
418555,Kristina,Luan,Staff,1985-11-05,37
418560,Teruyuki,Wolniewicz,Staff,1992-07-04,30
418561,Younwoo,Andreotta,Senior Staff,1986-05-03,36
418568,Satyanarayana,Masand,Senior Staff,1994-04-04,28
418575,Emdad,Sadowski,Senior Engineer,1992-03-21,30
418586,Bernice,Isaak,Senior Staff,1985-12-06,37
418603,Abdulla,Kropf,Staff,1987-08-24,35
418605,Flemming,Kornatzky,Senior Engineer,1985-10-21,37
418611,Chirstian,Peak,Senior Staff,1991-09-07,31
418613,Monique,Frijda,Senior Staff,1992-06-12,30
418614,Mani,Narlikar,Senior Engineer,1987-01-25,35
418616,Gino,Krohn,Staff,1997-10-25,25
418632,Uri,Reistad,Senior Staff,1985-03-31,37
418633,Uta,Kawashimo,Staff,1989-11-01,33
418634,Kankanahalli,Veevers,Engineer,1994-05-10,28
418639,Anneke,Ponthieu,Senior Engineer,1987-09-16,35
418646,Marlo,Portugali,Senior Staff,1995-08-10,27
418648,Stamatina,Maierhofer,Senior Engineer,1987-12-21,35
418649,Mario,Setia,Senior Staff,1991-07-03,31
418655,Danco,Zedlitz,Senior Engineer,1994-06-20,28
418659,Basim,Barreiro,Senior Engineer,1987-02-19,35
418664,Khue,Codenie,Senior Engineer,1989-06-25,33
418666,Guiseppe,Denny,Senior Staff,1987-07-11,35
418668,Shounak,Peck,Senior Staff,1987-08-06,35
418670,Lakshmi,Uhrik,Staff,1996-09-10,26
418671,Xiaoshan,Calkin,Senior Staff,1988-10-17,34
418682,Gill,Ritcey,Senior Engineer,1986-10-27,36
418683,Tsuneo,Lagarias,Senior Staff,1986-11-21,36
418687,Khatoun,Joslin,Senior Engineer,1989-11-18,33
418691,Suebskul,Speel,Staff,1999-02-02,23
418692,Babette,Baalen,Engineer,1991-06-23,31
418694,Shigeo,Kamble,Senior Staff,1987-07-19,35
418697,Gritta,Cooke,Senior Staff,1990-06-16,32
418702,Shih,Validov,Senior Staff,1986-12-11,36
418703,Mabo,Cairo,Senior Engineer,1985-07-22,37
418708,Xianlong,Ginneken,Senior Engineer,1993-08-21,29
418711,Feipei,Christianini,Senior Staff,1986-01-28,36
418714,Ronghao,Melichar,Engineer,1994-11-13,28
418716,Marke,Linnainmaa,Staff,1988-02-09,34
418719,Seshu,Driscoll,Technique Leader,1992-05-29,30
418725,Zhensheng,Tanemo,Technique Leader,1989-04-03,33
418733,Barun,Velasco,Technique Leader,1987-10-20,35
418734,Peer,Chaudhuri,Engineer,1988-12-07,34
418736,Sanjeeva,Baby,Engineer,1991-05-01,31
418742,Gladys,Kandlur,Senior Engineer,1990-08-16,32
418752,Parviz,Merkl,Engineer,1993-12-23,29
418755,Mara,Heuter,Senior Staff,1990-11-20,32
418766,Mana,Viele,Senior Engineer,1985-03-04,37
418767,Radoslaw,Honiden,Senior Engineer,1989-05-07,33
418771,Annemarie,Eiter,Senior Engineer,1985-12-01,37
418773,Tommaso,Pramanik,Senior Staff,1988-12-20,34
418778,Kwangho,Choobineh,Engineer,1997-02-12,25
418779,Tru,Prenel,Senior Staff,1994-10-20,28
418788,Boguslaw,Wolniewicz,Staff,1986-08-26,36
418789,Lubomir,Shihab,Senior Staff,1994-04-02,28
418796,Mona,Serre,Staff,1995-01-01,27
418799,Uzi,Kakkar,Senior Staff,1986-10-29,36
418811,Xiaopeng,Unni,Engineer,1985-03-03,37
418815,Mads,Tanemo,Senior Engineer,1987-07-29,35
418817,Moni,Bernardeschi,Engineer,1992-05-29,30
418821,Amalendu,Thiran,Senior Engineer,1986-01-14,36
418826,Becky,Angel,Staff,1995-03-10,27
418834,Shaunak,Leijenhorst,Senior Engineer,1987-04-01,35
418835,Oguz,Bruckman,Senior Staff,1988-11-19,34
418850,Heng,Biran,Senior Engineer,1990-06-25,32
418855,Piyawadee,Granlund,Senior Staff,1987-03-01,35
418857,Mani,Uehara,Senior Staff,1988-10-19,34
418866,Taegyun,Varker,Senior Engineer,1987-11-26,35
418869,Fumiya,Dechter,Senior Engineer,1990-10-25,32
418870,Garnik,Dulli,Senior Staff,1985-12-28,37
418876,Geraldo,Backhouse,Senior Staff,1992-07-29,30
418879,Hatsukazu,Ertl,Engineer,1996-10-02,26
418888,Harngdar,Petersohn,Engineer,1985-10-16,37
418889,Chiradeep,Camarinopoulos,Senior Engineer,1992-07-22,30
418899,Tonny,Jeong,Senior Engineer,1996-08-11,26
418901,Lucien,Kabayashi,Senior Staff,1987-07-24,35
418906,Youngkon,Boyle,Senior Engineer,1987-12-31,35
418909,Janalee,Seuren,Senior Staff,1990-11-19,32
418911,Alois,Kakkar,Senior Engineer,1988-08-23,34
418914,Shahar,Hashii,Staff,1987-11-11,35
418916,Rasikan,Papsdorf,Senior Staff,1987-04-13,35
418917,Honglan,Deverell,Senior Staff,1987-03-30,35
418921,Bodh,Reistad,Senior Staff,1993-01-27,29
418925,Saeko,Isaak,Senior Staff,1990-09-05,32
418927,Baocai,Yemenis,Senior Engineer,1985-03-01,37
418928,Lunjin,Pehl,Senior Staff,1991-02-06,31
418931,Idoia,Conia,Senior Staff,1987-11-12,35
418933,Sugwoo,Kohling,Senior Staff,1989-12-15,33
418934,Adam,Gurbaxani,Senior Staff,1985-11-30,37
418938,Elgin,Vrecion,Senior Staff,1986-09-10,36
418939,Arch,Dehkordi,Staff,1988-01-12,34
418942,Lena,Coullard,Engineer,1991-03-09,31
418943,Ayakannu,Iisaku,Senior Engineer,1992-01-13,30
418946,Alejandra,Farrow,Senior Staff,1985-09-28,37
418951,Alexius,Serna,Engineer,1998-03-26,24
418953,Ennio,Marakhovsky,Senior Engineer,1989-05-01,33
418962,Shigeaki,Farris,Senior Engineer,1987-11-24,35
418964,Barton,Sevcikova,Senior Staff,1992-05-25,30
418974,Dung,Sethi,Senior Engineer,1986-05-05,36
418977,Lihong,Muntz,Senior Staff,1992-01-10,30
418986,Kwangho,Warwick,Engineer,1986-01-10,36
418987,Jordanka,Quadeer,Senior Staff,1994-01-12,28
418989,Gio,Lorch,Senior Staff,1991-06-07,31
418991,Abdelkader,Emden,Senior Engineer,1986-09-05,36
418997,Bowen,Lienhardt,Senior Engineer,1991-08-17,31
419000,Subhada,Sluis,Senior Staff,1987-03-29,35
419001,Sanjay,Bahl,Senior Staff,1988-08-09,34
419002,Falguni,Felcyn,Senior Staff,1986-12-06,36
419003,Tomoyuki,Grandbois,Senior Staff,1993-05-06,29
419004,Lalit,Karlin,Senior Staff,1990-07-04,32
419009,Yongdong,Morris,Senior Staff,1987-04-17,35
419011,Chiradeep,Lamma,Senior Staff,1989-08-05,33
419012,Rosine,Fontet,Senior Engineer,1991-01-17,31
419013,Tokuyasu,Lalonde,Senior Staff,1993-06-03,29
419018,Avishai,Anily,Senior Staff,1995-10-03,27
419023,Haldon,Avouris,Staff,1995-07-18,27
419025,Hauke,Braunmuhl,Staff,1995-04-08,27
419044,Luigi,Panwar,Engineer,1985-09-16,37
419045,Chenyi,Sigstam,Engineer,1995-07-20,27
419046,Tzu,Dalton,Senior Staff,1992-11-22,30
419050,Gurbir,Guenter,Senior Engineer,1989-01-16,33
419053,Irene,Karcich,Staff,1987-01-03,35
419062,Stafford,Walstra,Senior Engineer,1986-06-05,36
419063,Michaela,Dehkordi,Senior Staff,1988-05-23,34
419065,Arvind,Manderick,Senior Staff,1985-07-01,37
419069,Koichi,Setlzner,Senior Staff,1986-06-03,36
419070,Hugo,Vingron,Senior Staff,1991-05-18,31
419074,Bingning,Kieras,Staff,1998-03-09,24
419075,Bojan,Uhrig,Engineer,1989-01-12,33
419076,Guther,Melski,Staff,1998-10-27,24
419084,Shen,Aamodt,Senior Engineer,1987-08-19,35
419087,Barun,Cromarty,Senior Staff,1996-04-22,26
419089,Fox,Bazelow,Engineer,1997-02-14,25
419098,Toshimori,Hettesheimer,Senior Staff,1989-10-25,33
419104,Satoru,Vasanthakumar,Senior Staff,1985-07-14,37
419115,Sergi,Bultermann,Senior Engineer,1990-07-21,32
419116,Sahrah,Pell,Senior Engineer,1995-05-30,27
419119,Sangeeta,Danner,Senior Engineer,1991-04-15,31
419120,Nevio,Calkin,Engineer,1996-02-27,26
419123,Marit,Hutter,Engineer,1985-07-22,37
419130,Willard,Reghbati,Technique Leader,1986-05-28,36
419131,Xinyu,Salverda,Engineer,1998-11-20,24
419135,Odysseas,Swen,Senior Engineer,1987-12-08,35
419136,Jagoda,Slaats,Senior Engineer,1988-11-26,34
419154,Bernd,Gulik,Senior Engineer,1992-08-19,30
419157,Visit,Ruemmler,Senior Staff,1987-11-05,35
419163,Navin,Decleir,Senior Engineer,1991-08-01,31
419171,Yurij,Massonet,Engineer,1994-09-21,28
419180,Shigeaki,Rettelbach,Engineer,1985-03-23,37
419185,Premal,Driscoll,Senior Engineer,1991-08-07,31
419198,Tiina,Salverda,Senior Staff,1992-06-05,30
419201,Moheb,Driscoll,Senior Staff,1990-04-28,32
419211,Ramalingam,Farris,Engineer,1994-08-31,28
419216,Kwangho,Munck,Senior Staff,1993-01-23,29
419223,Berry,Birch,Senior Staff,1985-06-30,37
419226,Shih,Hartvigsen,Technique Leader,1993-10-27,29
419228,Hailing,Baek,Technique Leader,1990-09-12,32
419229,Mads,Pettey,Senior Engineer,1986-03-03,36
419235,Berry,Zyda,Senior Staff,1992-04-20,30
419240,Shahab,Boguraev,Senior Staff,1992-04-30,30
419242,Elvia,Demir,Technique Leader,1987-09-11,35
419244,Taegyun,Lupu,Senior Engineer,1987-11-26,35
419248,Deniz,Erva,Senior Engineer,1996-05-08,26
419250,Navin,Birge,Senior Engineer,1987-02-07,35
419252,Mohamadou,Segond,Senior Engineer,1986-02-17,36
419263,Wojceich,Ramsay,Technique Leader,1986-12-15,36
419264,Tayeb,Ecklund,Senior Staff,1989-12-21,33
419265,Kristina,Chinal,Senior Staff,1994-08-14,28
419266,Tomokazu,Rosin,Senior Engineer,1987-04-18,35
419269,Teunis,Erde,Senior Engineer,1992-12-17,30
419270,Fen,Kornyak,Senior Engineer,1987-02-15,35
419272,Waiman,Ghalwash,Senior Engineer,1987-04-15,35
419282,Hatem,Schrooten,Senior Engineer,1988-04-13,34
419287,Takahira,Spelt,Staff,1987-02-20,35
419290,Hugo,Lorys,Senior Engineer,1991-11-06,31
419291,Hidde,Mullainathan,Senior Staff,1990-12-27,32
419293,Perla,Noriega,Senior Staff,1986-08-20,36
419294,Girolamo,Demos,Senior Engineer,1987-09-05,35
419296,Fumiyo,Delgrande,Technique Leader,1985-08-24,37
419297,Kwangsub,Harnett,Senior Staff,1988-07-26,34
419302,Val,Shrader,Senior Engineer,1991-05-01,31
419311,Sachin,Leaver,Engineer,1985-07-20,37
419315,Godehard,Rindone,Senior Engineer,1985-03-26,37
419321,Sastry,dAstous,Senior Engineer,1989-05-03,33
419322,Harjit,Godskesen,Staff,1995-01-16,27
419324,Troy,Akiyama,Senior Engineer,1989-01-02,33
419328,Jixiang,Broomell,Senior Engineer,1989-10-24,33
419330,Kaijung,Einsfeld,Senior Staff,1988-10-03,34
419335,Kotesh,Pokrovskii,Senior Staff,1992-01-08,30
419336,Peer,Bahr,Senior Staff,1987-05-17,35
419340,Guenter,Kowalchuk,Senior Engineer,1994-05-16,28
419341,Shaowen,Scharstein,Senior Staff,1990-11-21,32
419342,Shakhar,Loncour,Engineer,1987-09-05,35
419347,Kiyomitsu,Vrecion,Engineer,1994-09-22,28
419348,Takahiro,Piancastelli,Senior Engineer,1988-05-24,34
419353,Mostafa,Gilg,Senior Engineer,1996-02-03,26
419358,Kwun,Rossi,Senior Staff,1990-07-24,32
419359,Arie,Slutz,Senior Engineer,1985-11-10,37
419365,Shuichi,Sommen,Technique Leader,1985-07-03,37
419373,Nadjib,Sambasivam,Staff,1998-06-29,24
419374,Yoshinari,Pollacia,Senior Staff,1986-01-29,36
419375,Gita,Katalagarianos,Senior Staff,1986-10-10,36
419381,Hugo,Hertweck,Senior Staff,1992-03-15,30
419387,Frazer,Lichtman,Engineer,1986-07-31,36
419392,Jessie,Schneeberger,Staff,1994-12-18,28
419395,Adam,Schaad,Staff,1998-01-10,24
419405,Xinyu,Rosay,Staff,1989-03-10,33
419422,Yishai,Heyers,Senior Engineer,1989-04-03,33
419423,Gian,Range,Senior Staff,1986-05-08,36
419427,Amalendu,Varley,Staff,1988-12-31,34
419430,Serenella,Raczkowsky,Engineer,1998-07-08,24
419436,Siddarth,Jahnichen,Senior Engineer,1990-01-06,32
419442,Kensyu,Eldridge,Staff,1991-11-04,31
419443,JiYoung,Cromarty,Engineer,1992-08-07,30
419444,Genevieve,Bennet,Senior Staff,1986-04-26,36
419447,Candida,Ligten,Technique Leader,1994-01-18,28
419448,Alejandra,Emmerich,Staff,1990-12-08,32
419451,Hyuckchul,Iisaku,Engineer,1995-02-22,27
419457,Neven,Esposito,Senior Engineer,1992-12-15,30
419460,Marjo,Serre,Senior Engineer,1989-04-10,33
419461,Anestis,Beausoleil,Senior Staff,1989-12-19,33
419463,Kinh,Rikino,Engineer,1986-11-27,36
419469,Subhankar,Angot,Senior Staff,1987-02-03,35
419470,Larisa,Antonakopoulos,Senior Staff,1987-03-07,35
419474,Udo,Lampe,Senior Staff,1993-09-02,29
419486,Gift,Bolsens,Senior Staff,1985-07-04,37
419487,Nimmagadda,Haldar,Senior Engineer,1986-08-14,36
419499,Honesty,Dulin,Assistant Engineer,1985-03-17,37
419502,Dhritiman,Hettesheimer,Senior Engineer,1990-07-10,32
419504,Abdelaziz,Masamoto,Senior Engineer,1986-09-18,36
419507,Behnaam,Lakshmanan,Senior Engineer,1990-11-09,32
419508,Shuky,Awdeh,Senior Engineer,1995-01-01,27
419510,Dayanand,Mitzlaff,Staff,1989-11-02,33
419511,Branimir,Gluchowski,Senior Staff,1989-10-04,33
419518,Teunis,Junet,Senior Staff,1991-07-04,31
419521,Takushi,Furudate,Senior Staff,1986-07-12,36
419527,Idoia,Krybus,Senior Engineer,1988-01-23,34
419533,Ghassan,Ermel,Technique Leader,1986-07-04,36
419534,Odoardo,Demizu,Senior Engineer,1987-04-05,35
419537,Ziya,Zizka,Staff,1997-06-10,25
419543,Abdelghani,Nitsch,Senior Staff,1988-04-11,34
419547,Vojin,Mullainathan,Staff,1991-04-09,31
419568,Becky,Koprowski,Senior Staff,1988-03-08,34
419577,Godehard,Maksimenko,Engineer,1994-02-10,28
419578,Elgin,Ullian,Senior Staff,1987-12-22,35
419581,Kotesh,Benaini,Senior Staff,1986-01-19,36
419585,Ramachenga,Pezzoli,Senior Staff,1985-03-14,37
419593,Xiaoqiang,Reeken,Senior Engineer,1987-02-20,35
419594,Matk,Munck,Senior Staff,1990-02-15,32
419605,Jiakeng,Matzat,Technique Leader,1985-05-20,37
419606,Divine,Schauser,Engineer,1986-02-03,36
419611,Neelam,Lovengreen,Senior Engineer,1994-02-03,28
419621,Mong,Marsiglia,Technique Leader,1985-09-23,37
419622,Mabo,Murillo,Senior Staff,1988-03-17,34
419623,Guther,Demizu,Senior Engineer,1988-12-05,34
419628,Ioana,Solovay,Senior Engineer,1989-06-14,33
419629,Shaunak,Ulupinar,Senior Engineer,1990-07-04,32
419631,Masasuke,Saoudi,Senior Engineer,1994-03-03,28
419638,Lein,Birsak,Senior Staff,1985-08-30,37
419645,Yakkov,Guenter,Senior Staff,1990-04-18,32
419652,Pranas,Heusch,Senior Staff,1986-04-19,36
419655,Shmuel,Morrin,Senior Staff,1991-11-18,31
419656,Jamaludin,Noriega,Senior Engineer,1989-02-19,33
419658,Marke,Hashii,Senior Staff,1985-07-31,37
419659,Duangkaew,Peng,Senior Staff,1988-04-21,34
419663,Vatsa,Ananiadou,Technique Leader,1991-02-25,31
419669,Florina,Monarch,Senior Staff,1986-04-16,36
419670,Otilia,Kuzuoka,Technique Leader,1988-04-11,34
419683,Barry,Ghandeharizadeh,Staff,1995-07-13,27
419688,Nechama,Raney,Senior Staff,1998-12-12,24
419690,Adel,Schapiro,Senior Staff,1996-05-30,26
419699,Tetsushi,Nastansky,Senior Engineer,1989-06-26,33
419717,Rosalie,Tsunoo,Senior Engineer,1987-11-03,35
419719,Gay,Reinhart,Senior Staff,1987-08-14,35
419720,Chirstian,Luft,Senior Engineer,1990-04-01,32
419723,Oscar,Picaronny,Senior Staff,1986-05-02,36
419726,Rosita,Bellone,Senior Engineer,1985-12-18,37
419730,Keiichiro,Limongiello,Engineer,1994-08-20,28
419742,Neven,Lindqvist,Staff,1993-09-06,29
419748,Jixiang,Rindone,Senior Engineer,1987-04-28,35
419753,Divine,Ebeling,Senior Engineer,1986-08-23,36
419763,Heng,Restivo,Staff,1991-01-22,31
419764,Frazer,Cherinka,Staff,1992-12-14,30
419765,Hisao,Isaak,Staff,1993-04-23,29
419767,Uma,Penz,Staff,1987-08-26,35
419770,Tadahiro,Weedman,Senior Engineer,1988-04-11,34
419773,Takanari,Llado,Senior Engineer,1989-09-12,33
419778,Vitali,Deverell,Engineer,1990-07-07,32
419780,Rafail,Aamodt,Staff,1995-04-06,27
419781,Jordanka,Karnin,Senior Staff,1988-12-29,34
419783,Kwun,Puppo,Senior Staff,1988-08-31,34
419787,Shahar,Bahl,Senior Engineer,1988-05-06,34
419793,Koldo,Iacovou,Technique Leader,1992-04-02,30
419800,Serap,Grospietsch,Senior Engineer,1989-05-03,33
419803,Karlis,Molenkamp,Senior Engineer,1988-02-29,34
419812,Gina,Kieras,Senior Engineer,1995-09-14,27
419818,Sanjoy,Emiris,Staff,1988-12-10,34
419819,Karoline,Chimia,Senior Staff,1990-04-30,32
419827,Boaz,Cyne,Senior Staff,1990-11-25,32
419828,Nectarios,Skogmar,Senior Engineer,1986-02-17,36
419835,Kauko,Oppitz,Senior Staff,1986-03-02,36
419837,Poornachandra,Morrey,Senior Staff,1988-10-18,34
419840,Chiranjit,Zultner,Senior Engineer,1985-09-25,37
419844,Yefim,Blokdijk,Senior Staff,1988-04-27,34
419852,Guther,Munro,Engineer,1998-08-27,24
419860,Behnaam,Gide,Technique Leader,1985-07-18,37
419862,Odinaldo,Bressoud,Senior Engineer,1986-01-04,36
419866,Shridhar,Ghazalie,Senior Staff,1989-10-22,33
419872,Conrado,Katiyar,Senior Engineer,1990-03-17,32
419874,Kinh,Zeleznik,Senior Engineer,1985-06-27,37
419879,Chandrasekaran,Journel,Senior Engineer,1992-08-06,30
419884,Heejo,Dichev,Assistant Engineer,1986-12-15,36
419887,Sudhanshu,Pettey,Engineer,1989-02-11,33
419891,Kazuyasu,Setia,Senior Engineer,1987-01-24,35
419892,Eric,Rubsam,Senior Engineer,1987-05-14,35
419893,Paloma,Brlek,Engineer,1992-09-01,30
419898,Zhanqiu,Merkl,Senior Staff,1986-07-21,36
419900,Miyeon,Figueira,Senior Engineer,1993-03-12,29
419903,Conor,Merro,Staff,1988-02-07,34
419906,Mandell,Murillo,Technique Leader,1990-12-24,32
419907,Tayeb,Rajaraman,Senior Staff,1987-07-20,35
419911,Seongbin,Hofstetter,Senior Staff,1986-08-06,36
419912,Jeanne,Kolvik,Senior Engineer,1985-04-20,37
419915,Bingning,Lampe,Senior Staff,1997-07-05,25
419922,Cullen,Thimonier,Staff,1996-05-02,26
419931,Yishay,Koblick,Senior Engineer,1985-12-31,37
419935,Shushma,Perfilyeva,Senior Engineer,1991-07-21,31
419954,Yakkov,Katalagarianos,Senior Engineer,1988-04-18,34
419955,Pramod,Ferretti,Senior Staff,1990-11-22,32
419957,Weidon,Kirkerud,Staff,1992-06-16,30
419960,Chikako,Heping,Senior Engineer,1985-07-17,37
419962,Fei,Gubsky,Senior Engineer,1985-08-17,37
419968,Margareta,Strehl,Senior Staff,1988-11-30,34
419981,Tomoyuki,Heydon,Engineer,1999-02-27,23
419986,Cristinel,Belinskaya,Senior Engineer,1988-11-24,34
419988,Siddarth,Roison,Senior Engineer,1989-09-29,33
419992,Mototsugu,Kenevan,Senior Staff,1987-10-08,35
419996,Garnik,Heystek,Senior Engineer,1991-01-16,31
420002,Pranjal,Gischer,Staff,1993-11-13,29
420004,Uriel,Benaini,Engineer,1985-08-08,37
420006,Jamaludin,Kakkar,Senior Engineer,1990-05-05,32
420011,Shuzo,Stellhorn,Senior Staff,1993-09-05,29
420013,Pranav,Syang,Senior Staff,1987-12-21,35
420020,Khosrow,Engberts,Senior Staff,1990-07-08,32
420030,Arun,Vidal,Senior Staff,1986-03-20,36
420032,Frederique,Godskesen,Engineer,1987-03-27,35
420034,Pascal,Beilner,Senior Staff,1986-08-04,36
420040,Minghong,Ghelli,Engineer,1986-04-24,36
420045,Baziley,Tasistro,Senior Engineer,1986-06-20,36
420047,Tsuneo,Hiltgen,Senior Engineer,1989-11-13,33
420048,Khue,Kalafatis,Senior Staff,1986-04-15,36
420053,Kaijung,Chimia,Engineer,1986-12-11,36
420054,Arif,Iivonen,Senior Engineer,1986-03-18,36
420064,Toshimitsu,Tibblin,Staff,1992-07-23,30
420065,Christophe,Chenney,Senior Engineer,1998-05-10,24
420066,Chinho,Jumpertz,Senior Staff,1986-02-01,36
420072,Lansing,Marshall,Staff,1996-06-08,26
420073,Spyrose,DeMori,Senior Engineer,1988-08-16,34
420074,Kerryn,Gire,Senior Engineer,1985-03-17,37
420081,Mingsen,Grandbois,Senior Engineer,1992-08-03,30
420084,Hidefumi,Paciorek,Senior Engineer,1995-03-19,27
420090,Gao,Baaz,Senior Staff,1990-05-03,32
420092,Prodip,Impagliazzo,Senior Engineer,1988-08-26,34
420098,Toong,Pelc,Staff,1995-09-29,27
420099,Khoa,Constantine,Assistant Engineer,1989-07-13,33
420104,Taegyun,Simkin,Senior Staff,1991-08-06,31
420107,Jingling,Frijda,Senior Staff,1993-03-27,29
420108,Udo,Yeung,Assistant Engineer,1999-01-15,23
420114,Sarita,Heydon,Senior Staff,1987-10-30,35
420118,Hatem,Mellouli,Engineer,1989-09-29,33
420125,Yongmao,Itschner,Staff,1987-03-28,35
420128,Shim,Dalton,Engineer,1995-06-05,27
420129,Elvis,Vrecion,Senior Staff,1986-07-19,36
420132,Khaled,Decleir,Senior Engineer,1991-08-24,31
420152,Annemarie,Versino,Staff,1995-06-30,27
420153,Harngdar,Byoun,Staff,1997-06-14,25
420159,Pragnesh,DasSarma,Assistant Engineer,1996-01-21,26
420160,Berhard,Ruther,Senior Engineer,1988-07-28,34
420177,Yunming,Khamsi,Senior Engineer,1991-09-10,31
420180,Van,Feinberg,Senior Staff,1986-12-24,36
420182,Dhritiman,Guerreiro,Senior Staff,1989-03-20,33
420192,Tadahiro,Cooke,Senior Engineer,1986-08-26,36
420202,Stepehn,Perz,Staff,1995-08-11,27
420212,Vesna,Gronowski,Senior Staff,1996-10-10,26
420213,Jungsoon,Compeau,Senior Engineer,1986-10-17,36
420216,Arumugam,Kalefeld,Engineer,1988-03-20,34
420217,Maren,Streit,Senior Staff,1988-11-23,34
420225,Sakthirel,Baig,Staff,1992-03-16,30
420226,Kagan,Lalonde,Senior Engineer,1996-07-08,26
420228,Takahiro,Sigstam,Senior Engineer,1992-11-04,30
420229,Kristian,Esposito,Senior Staff,1990-05-21,32
420232,Claudi,Heystek,Senior Staff,1987-06-01,35
420236,Hilary,Heusch,Senior Engineer,1989-12-25,33
420242,Nalini,Hanratty,Senior Engineer,1986-12-04,36
420243,Chenyi,Lunt,Senior Staff,1987-01-18,35
420248,Zine,Pulkowski,Senior Engineer,1993-04-13,29
420256,Wilmer,Maraist,Senior Staff,1988-10-20,34
420266,Georgi,Armand,Engineer,1998-06-13,24
420268,Kinh,Hambrick,Engineer,1997-04-19,25
420295,Georgi,Kuhnemann,Senior Staff,1989-11-07,33
420308,Zhensheng,Bruckman,Staff,1997-10-03,25
420312,Henk,Argence,Senior Staff,1990-04-02,32
420314,Oguz,Demke,Senior Staff,1987-10-07,35
420315,Ziyad,Zallocco,Senior Engineer,1988-07-30,34
420320,Nahla,Poupard,Senior Staff,1992-01-25,30
420321,Sakthirel,Eastman,Senior Engineer,1990-02-06,32
420328,Mohamadou,Carrera,Engineer,1995-08-23,27
420329,Marko,Collavizza,Engineer,1991-06-09,31
420331,Xiaoshan,Oxenboll,Senior Engineer,1992-07-23,30
420337,Abdulah,Ranum,Senior Staff,1985-06-10,37
420340,Elliott,Fontan,Senior Engineer,1993-09-03,29
420341,Dekang,Dalton,Senior Staff,1985-07-30,37
420346,Chikako,Gihr,Staff,1988-09-26,34
